Mod:Item:MetaData, Localized Name
hbm:grenade_if_toxic, IF - Toxic Grenade
hbm:grenade_if_concussion, IF - Concussion Grenade
hbm:grenade_if_brimstone, IF - Tossable Brimstone Mine
hbm:grenade_if_mystery, IF - M.-Grenade
hbm:grenade_if_spark, IF - S.-Grenade
hbm:grenade_if_hopwire, IF - Vortex Hopwire
hbm:grenade_if_null, IF - Null Grenade
hbm:weaponized_starblaster_cell, §cRigged Star Blaster Energy Cell§r
hbm:turret_control, Turret Controller
hbm:turret_chip, Turret AI-Chip
hbm:turret_biometry, Turret Telemetry Card
hbm:turret_light_ammo, Light MG Turret Ammo Box
hbm:turret_heavy_ammo, Heavy MG Turret Ammunition
hbm:turret_rocket_ammo, Rocket Turret 2x4 Ammunition
hbm:turret_flamer_ammo, Flamer Turret Fuel Tanks
hbm:turret_tau_ammo, Tau Turret Uranium Ammo
hbm:turret_spitfire_ammo, AA-Shell
hbm:turret_cwis_ammo, CIWS 20mm Ammo Drum
hbm:turret_cheapo_ammo, 6x24 Cheapo Turret Ammunition
hbm:geiger_counter, Handheld Geiger Counter
hbm:survey_scanner, Survey Scanner
hbm:mirror_tool, Mirror Adjustment Tool
hbm:key, Key
hbm:key_red, Red Key
hbm:key_kit, Key Imitation Kit
hbm:key_fake, Counterfeit Key
hbm:pin, Bobby Pin
hbm:padlock_rusty, Rusty Padlock
hbm:padlock, Padlock
hbm:padlock_reinforced, Reinforced Padlock
hbm:padlock_unbreakable, Unbreakable Padlock
hbm:mech_key, Large Silver Key
hbm:upgrade_template, Upgrade Template
hbm:upgrade_speed_1, Speed Upgrade Mk.I
hbm:upgrade_speed_2, Speed Upgrade Mk.II
hbm:upgrade_speed_3, Speed Upgrade Mk.III
hbm:upgrade_effect_1, Effectiveness Upgrade Mk.I
hbm:upgrade_effect_2, Effectiveness Upgrade Mk.II
hbm:upgrade_effect_3, Effectiveness Upgrade Mk.III
hbm:upgrade_power_1, Power Saving Upgrade Mk.I
hbm:upgrade_power_2, Power Saving Upgrade Mk.II
hbm:upgrade_power_3, Power Saving Upgrade Mk.III
hbm:upgrade_fortune_1, Fortune Upgrade Mk.I
hbm:upgrade_fortune_2, Fortune Upgrade Mk.II
hbm:upgrade_fortune_3, Fortune Upgrade Mk.III
hbm:upgrade_afterburn_1, Afterburner Upgrade Mk.I
hbm:upgrade_afterburn_2, Afterburner Upgrade Mk.II
hbm:upgrade_afterburn_3, Afterburner Upgrade Mk.III
hbm:upgrade_radius, Emitter Radius Upgrade
hbm:upgrade_health, Emitter Health Upgrade
hbm:upgrade_overdrive_1, Overdrive Machine Upgrade Mk.I
hbm:upgrade_overdrive_2, Overdrive Machine Upgrade Mk.II
hbm:upgrade_overdrive_3, Overdrive Machine Upgrade Mk.III
hbm:upgrade_smelter, Smelter Upgrade
hbm:upgrade_shredder, Shredder Upgrade
hbm:upgrade_centrifuge, Centrifuge Upgrade
hbm:upgrade_crystallizer, Crystallizer Upgrade
hbm:upgrade_nullifier, Scrap Destroyer Upgrade
hbm:upgrade_screm, Screaming Scientist Upgrade
hbm:ams_focus_blank, Blank Stabilizer Focus
hbm:ams_focus_limiter, Limiting Stabilizer Focus
hbm:ams_focus_booster, Boosting Stabilizer Focus
hbm:ams_muzzle, Ray-Emission Muzzle
hbm:ams_lens, Stabilizer Lens
hbm:ams_core_sing, Vibrant Singularity (AMS Core)
hbm:ams_core_wormhole, Tiny Wormhole (AMS Core)
hbm:ams_core_eyeofharmony, Eye of Harmony (AMS Core)
hbm:ams_core_thingy, Thingy (AMS Core)
hbm:fusion_shield_tungsten, Tungsten Fusion Reactor Blanket
hbm:fusion_shield_desh, Desh Fusion Reactor Blanket
hbm:fusion_shield_chlorophyte, Chlorophyte-Metallized Fusion Reactor Blanket
hbm:fusion_shield_vaporwave, Vaporwave Fusion Reactor Blanket
hbm:forge_fluid_identifier, Fluid Identifier
hbm:fluid_icon:0, Water
hbm:fluid_icon:0, Lava
hbm:fluid_icon:0, Molten Iron
hbm:fluid_icon:0, Molten Gold
hbm:fluid_icon:0, Molten Pigiron
hbm:fluid_icon:0, Molten Cobalt
hbm:fluid_icon:0, Molten Ardite
hbm:fluid_icon:0, Molten Manyullyn
hbm:fluid_icon:0, Molten Knightslime
hbm:fluid_icon:0, Molten Aluminum Brass
hbm:fluid_icon:0, Molten Brass
hbm:fluid_icon:0, Molten Copper
hbm:fluid_icon:0, Molten Tin
hbm:fluid_icon:0, Molten Bronze
hbm:fluid_icon:0, Molten Zinc
hbm:fluid_icon:0, Molten Lead
hbm:fluid_icon:0, Molten Nickel
hbm:fluid_icon:0, Molten Silver
hbm:fluid_icon:0, Molten Electrum
hbm:fluid_icon:0, Molten Steel
hbm:fluid_icon:0, Molten Aluminum
hbm:fluid_icon:0, Liquid Hydrogen
hbm:fluid_icon:0, Liquid Oxygen
hbm:fluid_icon:0, Liquid Chlorine
hbm:fluid_icon:0, Liquid Sulfur Dioxide
hbm:fluid_icon:0, Liquid Sulfur Trioxide
hbm:fluid_icon:0, Sulfuric Acid
hbm:fluid_icon:0, Liquid Hydrogen Chloride
hbm:fluid_icon:0, Liquid Ethylene
hbm:fluid_icon:0, Liquid Sodium
hbm:fluid_icon:0, Brine
hbm:fluid_icon:0, Liquid Deuterium
hbm:fluid_icon:0, Liquid Tritium
hbm:fluid_icon:0, Liquid D-T Fuel
hbm:fluid_icon:0, Liquid Lithium
hbm:fluid_icon:0, Heavy Water
hbm:fluid_icon:0, Steam
hbm:fluid_icon:0, Crude Oil
hbm:fluid_icon:0, Fuel
hbm:fluid_icon:0, Liquid Oxygen
hbm:fluid_icon:0, Liquid Hydrogen
hbm:fluid_icon:0, Bacterial Sludge
hbm:fluid_icon:0, Methane Gas
hbm:fluid_icon:0, Atmospheric Gases
hbm:fluid_icon:0, Liquid Methane
hbm:fluid_icon:0, Liquid Nitrogen
hbm:fluid_icon:0, Nitrogen Gas
hbm:fluid_icon:0, CO2 Gas
hbm:fluid_icon:0, Argon Gas
hbm:fluid_icon:0, Liquid Argon
hbm:fluid_icon:0, Helium Gas
hbm:fluid_icon:0, Sulphuric Acid
hbm:fluid_icon:0, Witchwater
hbm:fluid_icon:0, Liquid Ethane-Methane
hbm:fluid_icon:0, Helium-3
hbm:fluid_icon:0, Ethane
hbm:fluid_icon:0, Liquid Helium-Hydrogen
hbm:fluid_icon:0, Stereotypical Green Ooze
hbm:fluid_icon:0, Poisonous Mud
hbm:fluid_icon:0, Schrabidic Acid
hbm:fluid_icon:0, Dense Steam
hbm:fluid_icon:0, Super Dense Steam
hbm:fluid_icon:0, Ultra Dense Steam
hbm:fluid_icon:0, Coolant
hbm:fluid_icon:0, Deuterium
hbm:fluid_icon:0, Tritium
hbm:fluid_icon:0, Hot Crude Oil
hbm:fluid_icon:0, Heavy Oil
hbm:fluid_icon:0, Bitumen
hbm:fluid_icon:0, Industrial Oil
hbm:fluid_icon:0, Heating Oil
hbm:fluid_icon:0, Reclaimed Industrial Oil
hbm:fluid_icon:0, Petroil
hbm:fluid_icon:0, Engine Lubricant
hbm:fluid_icon:0, Naphtha
hbm:fluid_icon:0, Diesel
hbm:fluid_icon:0, Light Oil
hbm:fluid_icon:0, Kerosene
hbm:fluid_icon:0, Natural Gas
hbm:fluid_icon:0, Petroleum Gas
hbm:fluid_icon:0, Biogas
hbm:fluid_icon:0, Biofuel
hbm:fluid_icon:0, NITAN© 100 Octane Super Fuel
hbm:fluid_icon:0, Uranium Hexafluoride
hbm:fluid_icon:0, Plutonium Hexafluoride
hbm:fluid_icon:0, Schrabidium Trisulfide
hbm:fluid_icon:0, Antimatter
hbm:fluid_icon:0, Antischrabidium
hbm:fluid_icon:0, Hydrogen Peroxide
hbm:fluid_icon:0, Poisonous Mud
hbm:fluid_icon:0, Cryogel
hbm:fluid_icon:0, Xenon Gas
hbm:fluid_icon:0, BF Rocket Fuel
hbm:fluid_icon:0, Mercury
hbm:fluid_icon:0, Deuterium-Tritium Plasma
hbm:fluid_icon:0, Hydrogen-Deuterium Plasma
hbm:fluid_icon:0, Hydrogen-Tritium Plasma
hbm:fluid_icon:0, Xenon-Mercury Plasma
hbm:fluid_icon:0, Balefire Plasma
hbm:fluid_icon:0, XP
hbm:fluid_icon:0, Infected Purlonite Water
hbm:fluid_icon:0, Infected Purlonite Lava
hbm:fluid_icon:0, Cheese Milk
hbm:fluid_icon:0, Gaseous Cheese Milk
hbm:fluid_icon:0, Infected Water
hbm:fluid_icon:0, Helium Gas
hbm:fluid_icon:0, Nuclear Waste
hbm:fluid_icon:0, Purified Water
hbm:fluid_icon:0, Seared Stone
hbm:fluid_icon:0, Molten Obsidian
hbm:fluid_icon:0, Molten Clay
hbm:fluid_icon:0, Liquid Dirt
hbm:fluid_icon:0, Molten Emerald
hbm:fluid_icon:0, Molten Glass
hbm:fluid_icon:0, Blood
hbm:fluid_icon:0, Milk
hbm:fluid_icon:0, Liquid Blue Slime
hbm:fluid_icon:0, Liquid Purple Slime
hbm:fluid_icon:0, Fluid Yellorium
hbm:fluid_icon:0, Fluid Cyanite
hbm:fluid_icon:0, fluid.fuelcolumn
hbm:gadget_explosive, First Generation Explosive Lens
hbm:gadget_explosive8, Bundle of First Generation Implosion Propellant
hbm:gadget_wireing, Wiring
hbm:gadget_core, Plutonium Core
hbm:boy_igniter, Bomb Igniter
hbm:boy_propellant, Propellant
hbm:boy_bullet, U235 Projectile
hbm:boy_target, Subcritical U235 Target
hbm:boy_shielding, Neutron Shielding
hbm:man_core, Plutonium Core
hbm:man_explosive, Explosive Lens
hbm:man_explosive8, Bundle of Implosion Propellant
hbm:man_igniter, Bomb Igniter
hbm:mike_core, Uranium Coated Deuterium Tank
hbm:mike_deut, Deuterium Tank
hbm:mike_cooling_unit, Deuterium Cooling Unit
hbm:tsar_core, Tsar Bomba Core
hbm:fleija_igniter, Pulse Igniter
hbm:fleija_propellant, Schrabidium Propellant
hbm:fleija_core, F.L.E.I.J.A. Uranium 235 Charge
hbm:solinium_core, Semi-Stable Solinium Core
hbm:solinium_igniter, SOL Pulse Igniter
hbm:solinium_propellant, SOL Compression Charge
hbm:n2_charge, Large Explosive Charge
hbm:egg_balefire_shard, Balefire Shard
hbm:egg_balefire, Balefire Egg
hbm:custom_tnt, Custom Nuke Explosive Charge
hbm:custom_nuke, Custom Nuke Nuclear Rod
hbm:custom_hydro, Custom Nuke Hydrogen Rod
hbm:custom_amat, Custom Nuke Antimatter Rod
hbm:custom_dirty, Custom Nuke Dirty Rod
hbm:custom_schrab, Custom Nuke Schrabidium Rod
hbm:custom_fall, Custom Nuke Drop Upgrade
hbm:grenade_kit, Grenade Kit
hbm:gadget_kit, The Gadget Kit
hbm:boy_kit, Little Boy Kit
hbm:man_kit, Fat Man Kit
hbm:mike_kit, Ivy Mike Kit
hbm:tsar_kit, Tsar Bomba Kit
hbm:prototype_kit, Prototype Kit
hbm:fleija_kit, F.L.E.I.J.A. Kit
hbm:solinium_kit, Solinium Kit
hbm:multi_kit, Multi Purpose Bomb Kit
hbm:custom_kit, Custom Nuke Kit
hbm:missile_kit, Missile Kit
hbm:t45_kit, T45 Power Armor Kit
hbm:hazmat_kit, Hazmat Kit
hbm:hazmat_red_kit, Advanced Hazmat Kit
hbm:hazmat_grey_kit, High-Performance Hazmat Kit
hbm:nuke_starter_kit, Atomic Science Starter Kit
hbm:nuke_advanced_kit, Atomic Science Advanced Kit
hbm:loot_10, Size 10 Missile Loot Crate
hbm:loot_15, Size 15 Missile Loot Crate
hbm:loot_misc, General Missile Loot Crate
hbm:sat_mapper, Surface Mapping Satellite
hbm:sat_scanner, Satellite with Depth-Resource Scanning Module
hbm:sat_radar, Radar Survey Satellite
hbm:sat_laser, Orbital Death Ray
hbm:sat_foeq, PEAF - Mk.I FOEQ Duna Probe with experimental Nuclear Propulsion
hbm:sat_resonator, Xenium Resonator Satellite
hbm:sat_miner, Asteroid Mining Ship
hbm:sat_gerald, Gerald The Construction Android
hbm:sat_chip, Satellite ID-Chip
hbm:sat_interface, Satellite Control Interface
hbm:sat_coord, Satellite Designator												 
hbm:nugget_zirconium, item.nugget_zirconium.name
hbm:gas_mask_filter_mono, item.gas_mask_filter_mono.name
hbm:designator, Short Range Target Designator
hbm:designator_range, Long Range Target Designator
hbm:designator_manual, Manual Target Designator
hbm:missile_assembly, Small Missile Assembly
hbm:missile_generic, High Explosive Missile
hbm:missile_incendiary, Incendiary Missile
hbm:missile_cluster, Cluster Missile
hbm:missile_buster, Bunker Buster
hbm:missile_strong, Strong HE Missile
hbm:missile_incendiary_strong, Strong Incendiary Missile
hbm:missile_cluster_strong, Strong Cluster Missile
hbm:missile_buster_strong, Enhanced Bunker Buster
hbm:missile_emp_strong, Strong EMP Missile
hbm:missile_burst, Spare Missile
hbm:missile_inferno, Inferno Missile G.R.N. Mk.II
hbm:missile_rain, Bomblet Rain
hbm:missile_drill, The Concrete Cracker
hbm:missile_nuclear, Nuclear Missile
hbm:missile_nuclear_cluster, Thermonuclear Missile
hbm:missile_endo, Endothermic Missile
hbm:missile_exo, Exothermic Missile
hbm:missile_doomsday, Doomsday Missile
hbm:missile_taint, Taint-Tipped Missile
hbm:missile_micro, Micro-Nuclear Missile
hbm:missile_bhole, Black Hole Missile
hbm:missile_schrabidium, Schrabidium Missile
hbm:missile_emp, EMP Missile
hbm:missile_anti_ballistic, Anti Ballistic Missile
hbm:missile_carrier, HTR-01 Carrier Rocket
hbm:missile_soyuz_lander, Orbital Module				 
hbm:missile_soyuz0, Soyuz-FG
hbm:missile_soyuz1, Soyuz-FG
hbm:missile_soyuz2, Soyuz-FG
hbm:warhead_generic_small, Small Warhead
hbm:warhead_incendiary_small, Small Incendiary Warhead
hbm:warhead_cluster_small, Small Cluster Warhead
hbm:warhead_buster_small, Small Bunker Buster Warhead
hbm:warhead_generic_medium, Medium Warhead
hbm:warhead_incendiary_medium, Medium Incendiary Warhead
hbm:warhead_cluster_medium, Medium Cluster Warhead
hbm:warhead_buster_medium, Medium Bunker Buster Warhead
hbm:warhead_generic_large, Large Warhead
hbm:warhead_incendiary_large, Large Incendiary Warhead
hbm:warhead_cluster_large, Large Cluster Warhead
hbm:warhead_buster_large, Large Bunker Buster Warhead
hbm:warhead_nuclear, Nuclear Warhead
hbm:warhead_mirvlet, MIRV
hbm:warhead_mirv, Thermonuclear Warhead
hbm:warhead_thermo_endo, Endothermic Warhead
hbm:warhead_thermo_exo, Exothermic Warhead
hbm:thruster_small, Small Thruster
hbm:thruster_medium, Medium Thruster
hbm:thruster_large, Large Thruster
hbm:cap_aluminium, Aluminum Cap
hbm:hull_small_steel, Small Steel Shell
hbm:hull_small_aluminium, Small Aluminum Shell
hbm:hull_big_steel, Big Steel Shell
hbm:hull_big_aluminium, Big Aluminum Shell
hbm:hull_big_titanium, Big Titanium Shell
hbm:fins_flat, Flat Steel Casing
hbm:fins_small_steel, Small Steel Grid Fins
hbm:fins_big_steel, Big Steel Grid Fins
hbm:fins_tri_steel, Large Steel Fins
hbm:fins_quad_titanium, Small Titanium Fins
hbm:sphere_steel, Steel Sphere
hbm:pedestal_steel, Steel Pedestal
hbm:dysfunctional_reactor, Dysfunctional Nuclear Reactor
hbm:rotor_steel, Large Steel Rotor
hbm:generator_steel, Generator Body
hbm:sat_head_mapper, High-Gain Optical Camera
hbm:sat_head_scanner, M700 Survey Scanner
hbm:sat_head_radar, Radar Dish
hbm:sat_head_laser, Death Ray
hbm:sat_head_resonator, Xenium Resonator
hbm:seg_10, Size 10 Connector
hbm:seg_15, Size 15 Connector
hbm:seg_20, Size 20 Connector
hbm:fuel_tank_small, Small Fuel Tank
hbm:fuel_tank_medium, Medium Fuel Tank
hbm:fuel_tank_large, Large Fuel Tank
hbm:mp_thruster_10_kerosene, Size 10 Liquid Fuel Thruster
hbm:mp_thruster_10_solid, Size 10 Solid Fuel Thruster
hbm:mp_thruster_10_xenon, Size 10 Ion Thruster
hbm:mp_thruster_15_kerosene, Size 15 Liquid Fuel Thruster
hbm:mp_thruster_15_kerosene_dual, Size 15 Liquid Fuel Twin Thrusters
hbm:mp_thruster_15_kerosene_triple, Size 15 Liquid Fuel Triple Thrusters
hbm:mp_thruster_15_solid, Size 15 Solid Fuel Thruster
hbm:mp_thruster_15_solid_hexdecuple, Size 15 Solid Fuel Hexdecuple Thrusters
hbm:mp_thruster_15_hydrogen, Size 15 Hydrogen Thruster
hbm:mp_thruster_15_hydrogen_dual, Size 15 Hydrogen Twin Thrusters
hbm:mp_thruster_15_balefire_short, Size 15 BF Thruster with Nuclear Preheater (Shortened)
hbm:mp_thruster_15_balefire, Size 15 BF Thruster with Nuclear Preheater
hbm:mp_thruster_15_balefire_large, Size 15 BF Thruster with Nuclear Preheater (Heavy Duty Nozzle)
hbm:mp_thruster_15_balefire_large_rad, Size 15 BF Thruster with Nuclear Preheater (Heavy Duty Nozzle)
hbm:mp_thruster_20_kerosene, Size 20 Liquid Fuel Thruster
hbm:mp_thruster_20_kerosene_dual, Size 20 Liquid Fuel Twin Thrusters
hbm:mp_thruster_20_kerosene_triple, Size 20 Liquid Fuel Triple Thrusters
hbm:mp_thruster_20_solid, Size 20 Solid Fuel Thruster
hbm:mp_thruster_20_solid_multi, Size 20 Solid Fuel 30-Fold Thrusters
hbm:mp_thruster_20_solid_multier, Size 20 Solid Fuel 47-Fold Thrusters
hbm:mp_stability_10_flat, Size 10 Flat Fins
hbm:mp_stability_10_cruise, Size 10 Cruise Fins
hbm:mp_stability_10_space, Size 10 Space Fins
hbm:mp_stability_15_flat, Size 15 Flat Fins
hbm:mp_stability_15_thin, Size 15 Thin Fins
hbm:mp_stability_15_soyuz, Size 15 Pointy Fins
hbm:mp_fuselage_10_kerosene, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_camo, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_desert, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_sky, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_flames, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_insulation, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_sleek, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_metal, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_kerosene_taint, Size 10 Kerosene Fuselage
hbm:mp_fuselage_10_solid, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_flames, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_insulation, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_sleek, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_soviet_glory, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_cathedral, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_moonlit, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_battery, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_solid_duracell, Size 10 Solid Fuel Fuselage
hbm:mp_fuselage_10_xenon, Size 10 Xenon Fuselage
hbm:mp_fuselage_10_xenon_bhole, Size 10 Xenon Fuselage
hbm:mp_fuselage_10_long_kerosene, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_camo, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_desert, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_sky, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_flames, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_insulation, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_sleek, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_metal, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_dash, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_taint, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_kerosene_vap, Size 10 Long Kerosene Fuselage
hbm:mp_fuselage_10_long_solid, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_flames, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_insulation, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_sleek, Size 10 Long Solid Fuel Fuselage
hbm:mp_fuselage_10_long_solid_soviet_glory, Size 10 Long Solid Fuselage
hbm:mp_fuselage_10_long_solid_bullet, Size 10 Long Solid Fuselage
hbm:mp_fuselage_10_long_solid_silvermoonlight, Size 10 Long Solid Fuselage
hbm:mp_fuselage_10_15_kerosene, Size 10/15 Kerosene Fuselage
hbm:mp_fuselage_10_15_solid, Size 10/15 Solid Fuel Fuselage
hbm:mp_fuselage_10_15_hydrogen, Size 10/15 Hydrogen Fuselage
hbm:mp_fuselage_10_15_balefire, Size 10/15 BF Fuselage
hbm:mp_fuselage_15_kerosene, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_camo, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_desert, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_sky, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_insulation, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_metal, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_decorated, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_steampunk, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_polite, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_blackjack, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_lambda, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_minuteman, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_pip, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_taint, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_kerosene_yuck, Size 15 Kerosene Fuselage
hbm:mp_fuselage_15_solid, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_insulation, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_desh, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_soviet_glory, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_soviet_stank, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_faust, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_silvermoonlight, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_snowy, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_panorama, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_solid_roses, Size 15 Solid Fuel Fuselage
hbm:mp_fuselage_15_hydrogen, Size 15 Hydrogen Fuselage
hbm:mp_fuselage_15_hydrogen_cathedral, Size 15 Hydrogen Fuselage
hbm:mp_fuselage_15_balefire, Size 15 BF Fuselage
hbm:mp_fuselage_15_20_kerosene, Size 15/20 Kerosene Fuselage
hbm:mp_fuselage_15_20_kerosene_magnusson, Size 15/20 Kerosene Fuselage
hbm:mp_fuselage_15_20_solid, Size 15/20 Solid Fuel Fuselage
hbm:mp_warhead_10_he, Size 10 HE Warhead
hbm:mp_warhead_10_incendiary, Size 10 Incendiary Warhead
hbm:mp_warhead_10_buster, Size 10 Bunker Buster Warhead
hbm:mp_warhead_10_nuclear, Size 10 Micro Nuclear Warhead
hbm:mp_warhead_10_nuclear_large, Size 10 Nuclear Warhead
hbm:mp_warhead_10_taint, Size 10 Tainted Warhead
hbm:mp_warhead_10_cloud, Size 10 Pink Cloud Warhead
hbm:mp_warhead_15_he, Size 15 HE Warhead
hbm:mp_warhead_15_incendiary, Size 15 Incendiary Warhead
hbm:mp_warhead_15_nuclear, Size 15 Nuclear Warhead
hbm:mp_warhead_15_nuclear_shark, Size 15 Nuclear Warhead
hbm:mp_warhead_15_boxcar, Size 15 Boxcar?
hbm:mp_warhead_15_n2, Size 15 N² Mine
hbm:mp_warhead_15_balefire, Size 15 BF Warhead
hbm:mp_c_1, Tier 1 Missile Targeting Circuit
hbm:mp_c_2, Tier 2 Missile Targeting Circuit
hbm:mp_c_3, Tier 3 Missile Targeting Circuit
hbm:mp_c_4, Tier 4 Missile Targeting Circuit
hbm:mp_c_5, Tier 5 Missile Targeting Circuit
hbm:missile_skin_camo, Missile Skin: Camo
hbm:missile_skin_desert, Missile Skin: Desert Camo
hbm:missile_skin_flames, Missile Skin: Sick Flames
hbm:missile_skin_manly_pink, Missile Skin: Manly Pink
hbm:missile_skin_orange_insulation, Missile Skin: Orange Insulation
hbm:missile_skin_sleek, Missile Skin: IF-R&D
hbm:missile_skin_soviet_glory, Missile Skin: Soviet Glory
hbm:missile_skin_soviet_stank, Missile Skin: Soviet Stank
